ref_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
do you have any other questions about bedouin?,0.0813788815680659,0.2560183049355407,0.5116279069767442,0.2439024390243902,0.3720930232558139,1
do you have any other questions about efes?,0.024261325051435,0.1030524326548476,0.2711864406779661,0.0350877192982456,0.2033898305084745,1
do you have any other questions about it?,0.0188018447326341,0.1915896306395061,0.2528735632183908,0.0470588235294117,0.1839080459770115,1
do you have any other questions about the ashley?,0.0202896998856557,0.0714937052496521,0.1111111111111111,0.0,0.1111111111111111,1
do you have any other questions about the hotel?,0.038226142670219204,0.16692341117640835,0.2829457364341085,0.0862068965517241,0.1697674418604651,2
do you have any other questions about the lensfield hotel?,0.0170359629475305,0.1067943394628104,0.2399999999999999,0.0416666666666666,0.16,1
do you have any other questions about the lensfield?,0.0194304365018512,0.0634531739343988,0.1568627450980392,0.0,0.0784313725490196,1
do you have any other questions about the restaurant?,0.04150346454020815,0.16901771416369143,0.2946115288220551,0.09493403848242554,0.1811647173489278,4
do you have any other questions about this location?,0.0289198921425427,0.1211117205893509,0.1904761904761904,0.048780487804878,0.119047619047619,1
do you have any other questions before booking?,0.0217631627581058,0.077288348317944,0.1538461538461538,0.0,0.1025641025641025,1
do you have any other questions for me?,0.0665488394775897,0.1391473329259754,0.3809523809523809,0.1311475409836065,0.3174603174603174,1
do you have any other questions i can answer for you?,0.0608528615124185,0.2661280801390607,0.3513513513513513,0.1666666666666666,0.2702702702702702,1
do you have any other questions that i can answer for you today?,0.0235020261962095,0.0779217553025232,0.2580645161290323,0.0666666666666666,0.2258064516129032,1
do you have any other questions that i can help you with at this time?,0.0220169241194985,0.1577451556893233,0.2417582417582417,0.0449438202247191,0.1978021978021978,1
do you have any other questions?,0.038695975534205396,0.14439735249166596,0.256921939150957,0.0544954568755901,0.17450854560469184,14
do you need a quiet hotel?,0.0199869780241154,0.1249208908995953,0.125,0.032258064516129,0.09375,1
do you need any additional assistance?,0.1079529355805303,0.1385881115154832,0.3333333333333333,0.1379310344827586,0.3,1
do you need any more information?,0.0213007336822089,0.1167190713349892,0.1363636363636363,0.0,0.0909090909090909,1
do you need any other information from me?,0.0212628655614823,0.1561096778846331,0.2388059701492537,0.0615384615384615,0.1791044776119402,1
do you need anymore information?,0.0275310490482663,0.1358681908392685,0.2388059701492537,0.0307692307692307,0.1194029850746268,1
do you need anything else?,0.025079775994892566,0.1589284014743107,0.323759940910297,0.06868098531731583,0.1663595053866766,3
do you need further information?,0.048481891631737,0.151436175680011,0.2647058823529412,0.0,0.1764705882352941,1
do you need my assistance with anything else?,0.0541129548477405,0.1339756588371855,0.2857142857142857,0.0,0.2285714285714285,1
do you need to know anything else?,0.05866502983249036,0.15800787799341606,0.34728472729462334,0.12475009996001597,0.2907722878034605,3
do you require anything else?,0.0222666176384549,0.2194058704354342,0.2413793103448275,0.0357142857142857,0.1034482758620689,1
do you still want a reservation there?,0.0127440395057501,0.079729595179638,0.1333333333333333,0.0,0.1,1
do you want a reservation there?,0.0067068448798524,0.0601873279452633,0.16,0.0869565217391304,0.16,1
do you want a reservation?,0.0457268306091732,0.17006516336092156,0.25079070758738276,0.07497582205029012,0.20312162546177887,5
do you want a room there?,0.1492570794386493,0.169796503087138,0.40714285714285714,0.23354231974921624,0.34523809523809523,2
do you want any other information?,0.0170937300372481,0.0981161040811191,0.2333333333333333,0.0344827586206896,0.1666666666666666,1
do you want me to book it for you?,0.0284796423828314,0.0640683269251197,0.1153846153846153,0.0,0.1153846153846153,1
do you want me to check their availability?,0.0315686181078602,0.1398776119721304,0.2857142857142857,0.0425531914893617,0.2040816326530612,1
do you want me to find another restaurant for you?,0.0608205531062811,0.1725272193400982,0.2692307692307692,0.0799999999999999,0.2307692307692307,1
do you want me to find any more information or are you ready to book a room?,0.0224323574863387,0.116748191680488,0.1538461538461538,0.0,0.123076923076923,1
do you want me to make you a reservation?,0.0368668615821478,0.14121306594188585,0.31845919145690316,0.0863636363636363,0.27917620137299765,2
do you want more information?,0.0317262974610953,0.140194023525539,0.2622950819672131,0.0677966101694915,0.1639344262295082,1
do you want to book a reservation or do you need more information?,0.0733495917037091,0.2311125473607863,0.4489795918367347,0.2127659574468085,0.4489795918367347,1
do you want to book a reservation there?,0.04465645895025652,0.19886113085246312,0.32184076086515107,0.12166666666666665,0.27771821674260694,4
do you want to book a room at one of them?,0.0209293736351962,0.0762077567971746,0.1509433962264151,0.0,0.1132075471698113,1
do you want to book a room there?,0.04319134589859388,0.1702461889424536,0.2944115189935623,0.08220615682097704,0.23444914808028466,5
do you want to book a room?,0.2327020807456543,0.2397719630167038,0.4651162790697674,0.3414634146341463,0.4186046511627907,1
do you want to book a table now?,0.0204590326714853,0.0901336204452651,0.1515151515151515,0.03125,0.1515151515151515,1
do you want to book it anyways?,0.0737751516991571,0.1729661426678556,0.3174603174603174,0.0983606557377049,0.2539682539682539,1
do you want to book it?,0.11230184941640135,0.1531593935611012,0.2929894179894179,0.1531339031339031,0.2744708994708994,2
do you want to call ahead to check?,0.1143351011329158,0.16216068121472,0.44,0.125,0.32,1
do you want to change your reservation?,0.0175774593565548,0.1108368206978974,0.1568627450980392,0.0,0.0784313725490196,1
do you want to go ahead and book a room there?,0.0162768880064787,0.0922536564712694,0.1886792452830188,0.0,0.1132075471698113,1
do you want to know anything else or make a reservation?,0.1307118752097732,0.1809000313170971,0.2978723404255319,0.1777777777777777,0.2978723404255319,1
do you want to know anything else?,0.03782411255247417,0.1665390678217148,0.2799220272904483,0.13082949881855485,0.26822612085769976,3
do you want to look elsewhere or is that ok?,0.0162075257381391,0.1756605924570025,0.1754385964912281,0.0,0.1403508771929824,1
do you want to look elsewhere?,0.1107518540279397,0.223444360251858,0.3272727272727272,0.1886792452830188,0.2909090909090909,1
do you want to look somewhere else?,0.0216273092253564,0.1190568607680582,0.1861388930354447,0.027408637873754135,0.1519173674346088,3
do you want to make a reservation anyway?,0.0159124903799291,0.1305969047127448,0.2033898305084745,0.0,0.1016949152542372,1
do you want to make a reservation now?,0.0368527264958752,0.1814990871364948,0.5365853658536586,0.2051282051282051,0.3414634146341463,1
do you want to make a reservation or do you need to know anything else ?,0.0257281031867157,0.1263870816955047,0.1855670103092783,0.0421052631578947,0.1443298969072165,1
do you want to make a reservation still?,0.0168826122958305,0.0447343895619757,0.1395348837209302,0.0,0.1395348837209302,1
do you want to make a reservation there or do you have more questions?,0.0304070156049042,0.0977217211097683,0.2,0.0,0.1,1
do you want to make a reservation there today?,0.0365294577253626,0.1167185426761507,0.2272727272727272,0.0476190476190476,0.2272727272727272,1
do you want to make a reservation there?,0.05830249341840194,0.2019653833724174,0.36552472997655716,0.14423152884372809,0.30174089476415056,7
do you want to make a reservation?,0.0400004558241545,0.13776477618721203,0.2412378202055327,0.060569824676980466,0.18905916525683183,20
do you want to reserve your room?,0.0590557561675755,0.1840410068950154,0.4081632653061224,0.1702127659574468,0.3265306122448979,1
do you want to stay there?,0.07806883169358335,0.23183820887938283,0.38042832074651706,0.16384630874172512,0.29172274799073644,4
does that help you to make a choice?,0.0175774593565548,0.103136620097166,0.1886792452830188,0.0,0.1509433962264151,1
does that help?,0.1817574223378674,0.1675922145445267,0.4,0.375,0.36,1
does that sound good enough?,0.0172647872777267,0.0695273487982056,0.2222222222222222,0.0465116279069767,0.1333333333333333,1
does that sound good to you?,0.0317031790170539,0.106142896825801,0.2325581395348837,0.0,0.186046511627907,1
"guests say it is really fast, will that work for you?",0.0124528886699377,0.2357156747271971,0.3098591549295775,0.0579710144927536,0.1971830985915493,1
"i can request one of the larger rooms for you, or shall i search for another option?",0.050721445564701,0.219002912956881,0.4285714285714285,0.1851851851851851,0.2857142857142857,1
is here anything else you'd like to know about them?,0.0195437383091129,0.0685658105080036,0.1794871794871795,0.0263157894736842,0.1025641025641025,1
is that good enough?,0.0127908717097987,0.1022729470557815,0.1515151515151515,0.0,0.0909090909090909,1
is that good for you?,0.009365287430244,0.151873693855717,0.2439024390243902,0.0249999999999999,0.1707317073170731,1
is their anything else i can help with?,0.0214002862146091,0.1258155997707848,0.1935483870967742,0.0666666666666666,0.1612903225806451,1
is there another option that's important to you?,0.0121933111107664,0.0474777448071216,0.1034482758620689,0.0,0.1034482758620689,1
is there another room preference that you have in order to narrow down your choices?,0.0526603934437793,0.1762881440763549,0.3209876543209876,0.1012658227848101,0.271604938271605,1
is there any more information i can find for you?,0.1365439878349163,0.2384304189624951,0.3773584905660378,0.1568627450980392,0.3396226415094339,1
is there any more information i could find for you?,0.0395371131054854,0.0864226142032998,0.1818181818181818,0.0476190476190476,0.1818181818181818,1
is there any other information i can find for you?,0.10551231929463509,0.1868040808338112,0.3933566433566434,0.2228571428571428,0.3548951048951049,2
is there any other information that you need?,0.035933664877264654,0.17091758202542928,0.28190937391905907,0.1026502426278462,0.19024558976132822,2
is there any other information you need me to provide for you today?,0.0241051368547363,0.1303395873773963,0.2903225806451613,0.0333333333333333,0.1290322580645161,1
is there anything else i can assist you with?,0.0254973100085167,0.1275021728200187,0.2631578947368421,0.0,0.1052631578947368,1
is there anything else i can help you with today?,0.0396510227077331,0.15109874017063604,0.3422077922077922,0.09294199860237591,0.2519480519480519,2
is there anything else i can help you with?,0.026422371609715594,0.11059521429641675,0.23550869778756373,0.04981046728628258,0.1533013230486358,13
is there anything else that i can do for you at this time?,0.0589535735570597,0.1010699606536785,0.2608695652173913,0.0909090909090909,0.1739130434782608,1
is there anything else that i can do for you?,0.022468640564864053,0.08533419524718086,0.23910806174957117,0.0,0.16638078902229844,2
is there anything else that i can help you with?,0.0145648663423576,0.130894049176297,0.3103448275862069,0.0357142857142857,0.1724137931034483,1
is there anything else that you need to know?,0.03761522097771405,0.12584289591836545,0.26900584795321636,0.0510335917312661,0.21637426900584794,2
is there anything else you need to know about it?,0.0485815973404977,0.1732872597627233,0.3529411764705882,0.0816326530612245,0.2352941176470588,1
is there anything else you need to know about the restaurant?,0.0265750916852282,0.1838059104528916,0.3333333333333332,0.0571428571428571,0.2222222222222222,1
is there anything else you need to know?,0.027785829956232234,0.12324493795559947,0.2599374993097556,0.05561661084685285,0.19473324540104608,12
is there anything else you would like to know?,0.027550942230470825,0.14362885284836222,0.2530704589528119,0.04356060606060605,0.20848775407598935,4
is there anything else you'd like to know about either of them?,0.0486634901362696,0.1264610976667131,0.2352941176470588,0.072289156626506,0.188235294117647,1
is there anything else you'd like to know about la mimosa?,0.047076867416781,0.1859765999319744,0.2619047619047619,0.0975609756097561,0.238095238095238,1
is there anything else you'd like to know about them?,0.032587831605985766,0.14986389114607032,0.26817232605005614,0.06757510006689153,0.19912152495001603,6
is there anything else you'd like to know anything else about them?,0.0288534458673,0.074761599802341,0.16,0.0833333333333333,0.16,1
is there anything else you'd like to know?,0.03769447535613957,0.12470138482974587,0.2922282938676381,0.057142857142857134,0.16833636915604125,3
is there anything else you're looking for in a restaurant?,0.0211059893671372,0.1044994744119212,0.1764705882352941,0.0,0.1176470588235294,1
is there something else you'd like to know about the acorn?,0.0413246973297735,0.0999407725080455,0.3461538461538461,0.12,0.2692307692307693,1
it's possible that they have different sized room available would you like for me to try to get more information about that?,0.0140168792840702,0.0418711508895697,0.1481481481481481,0.0384615384615384,0.1111111111111111,1
perhaps i should search for something with rooms on the larger side for you?,0.0407974693905486,0.161661887479817,0.2857142857142857,0.0588235294117647,0.2,1
ready to book?,0.0363473661722895,0.0709122183130891,0.217391304347826,0.0454545454545454,0.1739130434782608,1
shall a book a table for you?,0.0197682665167758,0.1369713933718947,0.2058823529411764,0.0303030303030303,0.1764705882352941,1
shall a book it for you?,0.1545007954714616,0.1566502797822282,0.3043478260869565,0.1363636363636363,0.2608695652173913,1
shall i book a room for you?,0.0167400693909527,0.1619545105187106,0.1869158878504672,0.0571428571428571,0.1682242990654205,1
shall i book it for you?,0.029003781528422097,0.17590682380876896,0.27962899347303327,0.0394927536231884,0.1923737547234627,2
shall i look for something else instead?,0.0148999465686638,0.1465720082636259,0.1509433962264151,0.0,0.0754716981132075,1
shall i make you a reservation?,0.0377694979452517,0.1019855920832307,0.2666666666666666,0.0465116279069767,0.1333333333333333,1
shall i request a view table with your reservation?,0.0395972971899855,0.1210296168504394,0.1777777777777777,0.0,0.1333333333333333,1
shall i search for a better option for you?,0.0127440395057501,0.1147395494256836,0.1269841269841269,0.0,0.0952380952380952,1
shall we book you?,0.0201705508506012,0.0949048966638212,0.2909090909090909,0.0377358490566037,0.1454545454545454,1
shall we look at the other guesthouse option?,0.0103036871983622,0.1201313937118723,0.225,0.0,0.15,1
should i book a table for you?,0.0320475745885562,0.1823132135435665,0.2857142857142857,0.088235294117647,0.2,1
should i book bloomsbury?,0.1183306466282395,0.1918549579618243,0.4186046511627907,0.2439024390243902,0.3255813953488372,1
should i book it for you?,0.0533659553849172,0.16640835161714415,0.2538461538461537,0.11448275862068966,0.2179487179487179,2
should i book that reservation?,0.0244266332210596,0.0974763805555884,0.1142857142857143,0.0,0.1142857142857143,1
should i book the cambridge belfry?,0.0653559376048866,0.1160772516047529,0.2962962962962963,0.1538461538461538,0.1851851851851852,1
should i book you a room at hobsons house for your cambridge visit?,0.0528768271133782,0.2250083556456119,0.4406779661016949,0.1052631578947368,0.2711864406779661,1
should i book you a table?,0.0145648663423576,0.1316990911892541,0.2372881355932203,0.0350877192982456,0.1694915254237288,1
should i check on room availability for you?,0.0209293736351962,0.0565656565656565,0.1702127659574468,0.0,0.0851063829787234,1
should i check to see if they have rooms available?,0.0511928910280011,0.1472744794152608,0.3404255319148936,0.0444444444444444,0.2127659574468085,1
should i go ahead and make a  reservation?,0.0232873490358534,0.0665909603100059,0.1951219512195122,0.0,0.0975609756097561,1
should i keep looking for something with better reviews?,0.0301620086310072,0.0789648809439816,0.1739130434782608,0.0454545454545454,0.0869565217391304,1
should i look for a quieter location for you?,0.0099951020034727,0.0907692307692307,0.16,0.0,0.1066666666666666,1
should i look for something else?,0.0183063335430762,0.1504178268350837,0.2711864406779661,0.0,0.135593220338983,1
should i make a reservation for you?,0.04745330333486305,0.2029726736886956,0.32957393483709263,0.14567627494456759,0.24122807017543857,2
should i make a reservation?,0.0355185132848676,0.1872044084971199,0.2641509433962264,0.0392156862745098,0.1132075471698113,1
should i reserve it for you?,0.0206240382316955,0.0983338459937937,0.1612903225806451,0.0333333333333333,0.1290322580645161,1
should i try to book a reservation?,0.0200956610274536,0.1601513293442208,0.2469135802469136,0.050632911392405,0.1481481481481481,1
should we book it?,0.015509315149655,0.1536703988597264,0.2807017543859649,0.0,0.175438596491228,1
should we book the room?,0.0648301029525565,0.1707421432659159,0.4,0.1269841269841269,0.2461538461538461,1
sound good to you?,0.030680896061104624,0.10749925913856476,0.2449371970225584,0.0421737558913656,0.18506252465644407,10
sound good?,0.0262272357053509,0.0712870186212978,0.1509433962264151,0.0,0.1132075471698113,1
"sounds enticing, right?",0.0306645540184042,0.1255405173040114,0.3157894736842105,0.0363636363636363,0.2456140350877193,1
"sounds good, right?",0.02290859892493517,0.09764743904564731,0.24500466853408023,0.0344649662316823,0.1444133208839091,3
still interested?,0.0999286987069011,0.1497545695815119,0.2439024390243902,0.1538461538461538,0.1951219512195121,1
"this is probably not a great choice, let's find something else, shall we?",0.01770530384697,0.0611977856064418,0.1538461538461538,0.0,0.1153846153846153,1
want me to book you a room?,0.0309993731272173,0.1314400187262217,0.1714285714285714,0.0588235294117647,0.1714285714285714,1
want me to make you a reservation there?,0.0173456179456365,0.1437910060064144,0.1999999999999999,0.0416666666666666,0.1599999999999999,1
want to book a room now?,0.0121933111107664,0.0891938148444796,0.2307692307692307,0.04,0.1538461538461538,1
want to book a room there?,0.0711416330770677,0.2982368521892258,0.6470588235294117,0.4375,0.6470588235294117,1
want to book a room?,0.03204996464039203,0.20026348707671301,0.34308115263211486,0.18156137647663065,0.29405695278824284,3
want to book it or do you want more information?,0.0195083155635895,0.1394310438693449,0.2592592592592592,0.0384615384615384,0.1851851851851852,1
want to book it?,0.06514301369504814,0.1867613147206044,0.3372180601088383,0.16766658374554697,0.2986997227448174,6
want to change your reservation?,0.0237686564736811,0.1730954543838331,0.3050847457627119,0.0701754385964912,0.135593220338983,1
want to know anything else?,0.05725626042265765,0.1596151743714158,0.3209283713485394,0.1880156317846287,0.2809123649459783,2
want to make a booking?,0.03601297879348105,0.15287273057284034,0.29610389610389604,0.1017316017316017,0.27337662337662333,2
want to make a reservation?,0.09364761495981237,0.1529883173590769,0.3029239766081871,0.16666666666666666,0.23274853801169584,3
was there anything else?,0.0708764898904615,0.194356050263532,0.3529411764705882,0.2448979591836734,0.3529411764705882,1
what days are you interested in staying there?,0.0525405331789829,0.1910821150546086,0.3333333333333333,0.1153846153846153,0.2962962962962963,1
what days are you looking to stay there?,0.0253266055844478,0.1125420159986312,0.1818181818181818,0.0,0.1454545454545454,1
what else would you like to know about avalon?,0.0060859461653587,0.1021562372471446,0.1333333333333333,0.0,0.0952380952380952,1
what is the size you require?,0.0312219297561736,0.1589174270593337,0.3199999999999999,0.0833333333333333,0.2799999999999999,1
what is your price point?,0.014687168144827,0.1754679642379551,0.2666666666666666,0.0689655172413793,0.2,1
what other information can i get for you?,0.0705491200528795,0.1491643111527427,0.1904761904761905,0.0999999999999999,0.1904761904761905,1
when would you like to stay?,0.0201938559742173,0.1227551506380564,0.2307692307692307,0.0399999999999999,0.1538461538461538,1
which location would you prefer?,0.027257700586667,0.0870122863788715,0.208955223880597,0.0307692307692307,0.1791044776119403,1
"which type of view are you looking for, ocean, sunset, or something else?",0.0230490767811758,0.060013711451104,0.1454545454545454,0.0,0.1454545454545454,1
will either of those work for you?,0.0373874264519156,0.1845724121667411,0.3333333333333333,0.0869565217391304,0.2083333333333333,1
will that work for you or should i find another option?,0.0306846663296212,0.1168274707827053,0.2413793103448276,0.0357142857142857,0.1379310344827586,1
will that work for you or would you like to find an option with bigger rooms?,0.0523713183142343,0.1600426844806003,0.3,0.1034482758620689,0.2,1
"will that work for you, or should i search for another restaurant option?",0.0095071056442019,0.1325183190448407,0.2105263157894736,0.0,0.131578947368421,1
will that work for you?,0.03092393333852115,0.12508727314573206,0.26031839622641506,0.055344718532574305,0.1724646226415094,2
"will that work, or should i look for something better?",0.0317317688539388,0.108256850455753,0.2448979591836734,0.0425531914893617,0.1224489795918367,1
will this fit your needs?,0.0229961040986368,0.1911026768055095,0.3,0.0689655172413793,0.1333333333333333,1
would like me to book a table for you or do you need more information?,0.0697919755908906,0.1474670895659644,0.3,0.1578947368421052,0.3,1
would would you like me to find another place in the centre area?,0.0157630607772421,0.0832317031155526,0.1967213114754098,0.0,0.1311475409836065,1
would you be interested in booking a room?,0.0201705508506012,0.0723089564502876,0.2711864406779661,0.0,0.135593220338983,1
would you be interested in booking a table?,0.0176674127319966,0.1574810832526378,0.2580645161290322,0.0439560439560439,0.1720430107526881,1
would you be interested in making a reservation at this location?,0.0180653643051648,0.0507501543556361,0.0833333333333333,0.0,0.0416666666666666,1
would you care to make a reservation?,0.0318085401082354,0.1796819002275475,0.303030303030303,0.03125,0.1515151515151515,1
would you like a reservation now?,0.0219457381017127,0.08007295067995,0.2727272727272727,0.0,0.1818181818181818,1
would you like a reservation?,0.07045419488655727,0.1854692345372708,0.35112221160464163,0.18920438208607612,0.2681793670328512,5
would you like a room there?,0.0783765586009693,0.1506177174631094,0.3050847457627119,0.1403508771929824,0.2372881355932203,1
