ref_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
can i answer any other questions for you today?,0.0467003108821962,0.1325388476192359,0.358974358974359,0.1081081081081081,0.3076923076923077,1
can i answer any other questions for you?,0.06360693631958379,0.16531996372372745,0.2945658424381829,0.10545808966861593,0.25335441824803523,3
can i answer any other questions you might have about the hotel?,0.023526224894879,0.1233581265973976,0.2857142857142856,0.05,0.1904761904761905,1
"can i answer any other questions, or should i go ahead and book it?",0.0225726640613837,0.1143191463016898,0.1463414634146341,0.0512820512820512,0.0975609756097561,1
can i answer anything else about eraina for you?,0.0185646705050784,0.1346178739505679,0.125,0.0434782608695652,0.125,1
can i answer anything else about the guest house?,0.0947299527881714,0.1717671123004862,0.391304347826087,0.1363636363636363,0.2608695652173913,1
can i answer anything else about the hotel for you?,0.10581903782678605,0.1886995443639263,0.36062717770034847,0.17628205128205127,0.2880371660859466,2
can i answer anything else about the nirala for you?,0.0378786561257948,0.1012325776280377,0.1428571428571428,0.0499999999999999,0.1428571428571428,1
can i answer anything else about the restaurant for you?,0.076600850660264,0.2192678830864327,0.4347826086956521,0.1363636363636363,0.2608695652173913,1
can i answer anything else about the restaurant or help you with another booking?,0.0535685092175657,0.1694637891839392,0.3111111111111111,0.0465116279069767,0.2666666666666666,1
can i answer anything else about this location?,0.013366097779404,0.1562008096942965,0.1967213114754098,0.0,0.1311475409836065,1
can i answer anything else for you or would you like to reserve it?,0.0363473661722895,0.1127200993292824,0.1395348837209302,0.048780487804878,0.1395348837209302,1
"can i answer anything else for you today, or make another reservation?",0.0698332529603442,0.0686916938741065,0.2702702702702702,0.0571428571428571,0.2162162162162162,1
can i answer anything else for you?,0.04081401407192014,0.1756560010335451,0.24662804895363033,0.062520325203252,0.192293494619076,3
can i answer anything else or book a table for you?,0.3255869746324956,0.2493090483096729,0.4545454545454545,0.3333333333333333,0.4545454545454545,1
can i answer anything else or shall i book a room for you?,0.063704052301618,0.1378001838144175,0.2127659574468085,0.0888888888888888,0.1702127659574468,1
can i answer anything else or shall i book it for you?,0.1405939132547921,0.2450116439103334,0.3333333333333333,0.1739130434782608,0.3333333333333333,1
can i answer anything else or would you like to book a room?,0.0783884484838866,0.2054274569652271,0.4390243902439024,0.2051282051282051,0.3902439024390244,1
can i answer anything else or would you like to book it?,0.0235731368424523,0.1585894891513111,0.1904761904761905,0.0,0.1428571428571428,1
"can i answer anything else, or shall i book you a room?",0.0217607479548767,0.0842250040753524,0.217391304347826,0.0,0.1739130434782608,1
"can i answer anything else, or shall i reserve a room for you?",0.0451670560886273,0.1722695543606674,0.2564102564102564,0.1081081081081081,0.2051282051282051,1
"can i answer anything else, or would you like to book it?",0.0547253838667333,0.1950786670051244,0.4782608695652174,0.2272727272727272,0.391304347826087,1
"can i answer anything else, or would you like to reserve a room?",0.0956907363681258,0.1211916651660552,0.2545454545454545,0.1132075471698113,0.2545454545454545,1
can i answer anything else?,0.07315351989417686,0.17800323472976168,0.27330505478967826,0.09599392855206805,0.199111582420172,5
can i book a room for you there?,0.0492467473444436,0.2237459424299011,0.2790697674418604,0.1463414634146341,0.1395348837209302,1
can i book you a room?,0.23006536127687416,0.2758210242531774,0.47529411764705876,0.26870748299319724,0.41607843137254896,2
can i check on room availability for you?,0.0840653637348273,0.1440292457845403,0.2564102564102564,0.1081081081081081,0.2051282051282051,1
can i get you any additional information about the acorn guest house?,0.106013174347812,0.2257481991874258,0.3181818181818182,0.1428571428571428,0.2272727272727273,1
can i go ahead and book it for you?,0.0927270289591707,0.2004680192705445,0.3243243243243243,0.1714285714285714,0.2702702702702702,1
can i help with anything else?,0.1393433938397919,0.2186001922518528,0.3999999999999999,0.2325581395348837,0.3999999999999999,1
can i help you answer any other questions about the establishment?,0.0364466708867988,0.1433977890046738,0.2439024390243902,0.1538461538461538,0.1463414634146341,1
can i help you with any other information today?,0.0225739430924201,0.1344457258019498,0.2978723404255319,0.0444444444444444,0.2127659574468085,1
can i help you with anything else today or answer anything else about the restaurant?,0.0194745336941834,0.0939401361856064,0.1538461538461538,0.0,0.1538461538461538,1
can i help you with anything else today?,0.04233190504754073,0.1728380177729115,0.24396344396344394,0.09566260612772241,0.2288119288119288,3
can i help you with anything else?,0.13009058332220047,0.20667937695353825,0.37644109461959285,0.1758132397348083,0.3250504446163531,15
can i make a reservation for you?,0.0432245464636959,0.2125521914814062,0.3999999999999999,0.0930232558139534,0.3111111111111111,1
can i provide you with any other information about alexander bed and breakfast?,0.0838729262182749,0.1910474643189446,0.3783783783783783,0.1666666666666666,0.2432432432432432,1
care to see them yourself?,0.0185432862130074,0.0797202797202797,0.2857142857142857,0.0,0.1632653061224489,1
could i be of further assistance?,0.0166220162534927,0.0787444635771546,0.2105263157894737,0.0,0.1403508771929824,1
could i book you a table?,0.1985082373906811,0.3204393448946417,0.5333333333333332,0.3720930232558139,0.4,1
could i help you with anything else?,0.041411413304848,0.1083693259159498,0.2105263157894737,0.0555555555555555,0.1578947368421052,1
do want to book a room?,0.0808842651231102,0.2376912219789311,0.5416666666666667,0.217391304347826,0.3333333333333333,1
do you have any other questions about bedouin?,0.0513666390950595,0.2349042507718136,0.3783783783783783,0.1142857142857142,0.2702702702702702,1
do you have any other questions about efes?,0.115297615804773,0.1494491540272072,0.3768115942028985,0.1492537313432835,0.3188405797101449,1
do you have any other questions about it?,0.0450455673715365,0.2104072256386112,0.3414634146341463,0.1538461538461538,0.2926829268292683,1
do you have any other questions about the ashley?,0.0941048995795163,0.2138806054273056,0.4090909090909091,0.1904761904761904,0.3181818181818182,1
do you have any other questions about the hotel?,0.0601555962485987,0.1561481429641134,0.2817715019255455,0.079059829059829,0.22913992297817715,2
do you have any other questions about the lensfield hotel?,0.0568267601159558,0.2027319940791301,0.3137254901960784,0.1632653061224489,0.196078431372549,1
do you have any other questions about the lensfield?,0.0365294577253626,0.1422719083208042,0.2916666666666667,0.0869565217391304,0.2083333333333333,1
do you have any other questions about the restaurant?,0.07270367106171252,0.18470126669976789,0.3205889516149176,0.11433818285551273,0.28472697524542245,4
do you have any other questions about this location?,0.0185960053168954,0.1434488747343444,0.2222222222222222,0.0,0.1333333333333333,1
do you have any other questions before booking?,0.0409570380667349,0.142857342338258,0.3999999999999999,0.1052631578947368,0.3,1
do you have any other questions for me?,0.0624370257109303,0.1942423331779064,0.4594594594594595,0.1111111111111111,0.2162162162162162,1
do you have any other questions i can answer for you?,0.0443618454908564,0.2148041009335361,0.5945945945945945,0.1714285714285714,0.4324324324324324,1
do you have any other questions that i can answer for you today?,0.0216196661897822,0.095021715554076,0.2727272727272727,0.0625,0.2121212121212121,1
do you have any other questions that i can help you with at this time?,0.0300112840616437,0.1248205328077619,0.2666666666666666,0.0344827586206896,0.2333333333333333,1
do you have any other questions?,0.040292454938496626,0.14932327463654596,0.29693971039736733,0.053585387837414344,0.199637043092218,14
do you need a quiet hotel?,0.0466804902309524,0.1569994233695764,0.32,0.0833333333333333,0.2,1
do you need any additional assistance?,0.0435265883976718,0.1774169712667249,0.3478260869565217,0.0909090909090909,0.2608695652173913,1
do you need any more information?,0.0537733638508063,0.183374881888627,0.4090909090909091,0.0952380952380952,0.3181818181818182,1
do you need any other information from me?,0.0426014673644179,0.1270298119324604,0.2666666666666666,0.0465116279069767,0.2222222222222222,1
do you need anymore information?,0.0165365275696098,0.0905391268501561,0.1739130434782608,0.0,0.1304347826086956,1
do you need anything else?,0.0580168256740631,0.1920965072687566,0.36919583431211334,0.1843957095033135,0.3230365672226137,3
do you need further information?,0.0349632214286455,0.1626672732015771,0.392156862745098,0.0408163265306122,0.2352941176470588,1
do you need my assistance with anything else?,0.0797019241232187,0.165731972216981,0.3243243243243243,0.1142857142857142,0.2702702702702702,1
do you need to know anything else?,0.0576981530926844,0.1579717302928556,0.30424242424242426,0.12499999999999996,0.26060606060606056,3
do you require anything else?,0.1243672208511698,0.1742919933857649,0.2424242424242424,0.064516129032258,0.2424242424242424,1
do you still want a reservation there?,0.0568267601159558,0.1844601786747323,0.2857142857142857,0.1111111111111111,0.2142857142857142,1
do you want a reservation there?,0.1275343138759482,0.2905462999612132,0.4782608695652173,0.2272727272727273,0.391304347826087,1
do you want a reservation?,0.13609334836819856,0.21226921435864168,0.4067060623083557,0.20062654292567875,0.33571201866400663,5
do you want a room there?,0.05758474179866625,0.139018545705982,0.35753880266075383,0.10256410256410255,0.2633037694013304,2
do you want any other information?,0.0513257583312071,0.1922226325798623,0.303030303030303,0.0625,0.1818181818181818,1
do you want me to book it for you?,0.7712838414761662,0.5253037130854031,0.888888888888889,0.8372093023255814,0.888888888888889,1
do you want me to check their availability?,0.1544875930961673,0.2628022920157384,0.45,0.2105263157894736,0.4000000000000001,1
do you want me to find another restaurant for you?,0.2115747413933927,0.2496688792663783,0.5,0.2857142857142857,0.5,1
do you want me to find any more information or are you ready to book a room?,0.0627927262098244,0.2296332483985789,0.4347826086956521,0.1363636363636363,0.3478260869565217,1
do you want me to make you a reservation?,0.0930393474637721,0.1541718320610429,0.34265010351966874,0.1477272727272727,0.25362318840579706,2
do you want more information?,0.031766054985907,0.1070759720937937,0.2264150943396226,0.0392156862745098,0.1886792452830188,1
do you want to book a reservation or do you need more information?,0.0739298390354031,0.1689225075380277,0.3636363636363636,0.1428571428571428,0.3181818181818182,1
do you want to book a reservation there?,0.07244080053941063,0.20791245585475265,0.4381776360499764,0.15710594315245474,0.34754720871742145,4
do you want to book a room at one of them?,0.0352082905427421,0.0754668371634675,0.1632653061224489,0.0425531914893617,0.1632653061224489,1
do you want to book a room there?,0.14425965724949028,0.24736915718168867,0.4678751303173135,0.23505866498522554,0.40641763211605947,5
do you want to book a room?,0.5010940465928306,0.3150608644696086,0.6666666666666666,0.5116279069767442,0.6666666666666666,1
do you want to book a table now?,0.1591874652417867,0.1974239345531989,0.3999999999999999,0.1860465116279069,0.3555555555555555,1
do you want to book it anyways?,0.1581295613770127,0.1712117273479457,0.4489795918367347,0.2127659574468085,0.4081632653061224,1
do you want to book it?,0.13229009692421315,0.18445918574978795,0.34379084967320256,0.1865211200759373,0.34379084967320256,2
do you want to call ahead to check?,0.0703531931622933,0.2283757736316753,0.44,0.125,0.36,1
do you want to change your reservation?,0.0884099400153004,0.220191173981884,0.3076923076923076,0.08,0.3076923076923076,1
do you want to go ahead and book a room there?,0.3151946408134188,0.3133430565276552,0.6046511627906977,0.3902439024390244,0.6046511627906977,1
do you want to know anything else or make a reservation?,0.1475256903804987,0.1974363569048629,0.3478260869565217,0.2272727272727272,0.3478260869565217,1
do you want to know anything else?,0.2322509475976108,0.2356579487319381,0.4363342681445587,0.2924510528527745,0.4111770354401562,3
do you want to look elsewhere or is that ok?,0.0234972159310883,0.1520837642167994,0.2608695652173913,0.0,0.217391304347826,1
do you want to look elsewhere?,0.1118829459896078,0.1899957175998808,0.3999999999999999,0.1395348837209302,0.3111111111111111,1
do you want to look somewhere else?,0.0402937017680636,0.14585534346936763,0.292883587001234,0.052578616352201235,0.20263723204899672,3
do you want to make a reservation anyway?,0.0640227418473287,0.1626643544050668,0.3103448275862069,0.1071428571428571,0.2758620689655172,1
do you want to make a reservation now?,0.2618636976441756,0.3090096540706378,0.6938775510204083,0.425531914893617,0.6122448979591836,1
do you want to make a reservation or do you need to know anything else ?,0.1164026352245615,0.1826062026171362,0.3999999999999999,0.1395348837209302,0.3999999999999999,1
do you want to make a reservation still?,0.0364443907783128,0.0843331667052095,0.2641509433962264,0.0392156862745098,0.1886792452830188,1
do you want to make a reservation there or do you have more questions?,0.0791554780060171,0.2087925039903173,0.4680851063829787,0.0888888888888888,0.1702127659574468,1
do you want to make a reservation there today?,0.0498468882449616,0.167154319462027,0.2777777777777777,0.0588235294117647,0.2777777777777777,1
do you want to make a reservation there?,0.1363654280024293,0.23974298040949668,0.3934401968481594,0.19945840263480646,0.34370440088044907,7
do you want to make a reservation?,0.07773162734694286,0.201329663848759,0.3725693973229468,0.13447184689727915,0.307638150240764,20
do you want to reserve your room?,0.3390629670707257,0.2615835246431354,0.6222222222222223,0.3720930232558139,0.5777777777777778,1
do you want to stay there?,0.1552847665294621,0.22978451197442085,0.4347610237434474,0.23430379375146812,0.3936499126323363,4
does that help you to make a choice?,0.0209293736351962,0.1374806123292278,0.2857142857142857,0.0,0.2040816326530612,1
does that help?,0.0936173146205714,0.253893200683836,0.4912280701754386,0.3272727272727272,0.456140350877193,1
does that sound good enough?,0.0402283947684148,0.1387834637544674,0.4285714285714286,0.05,0.3333333333333333,1
does that sound good to you?,0.0211663435124936,0.0982430950810196,0.3,0.0,0.2,1
"guests say it is really fast, will that work for you?",0.0431290301964288,0.1439466260586926,0.3255813953488372,0.0975609756097561,0.2790697674418604,1
"i can request one of the larger rooms for you, or shall i search for another option?",0.0175774593565548,0.06963249516441,0.1886792452830188,0.0392156862745098,0.1509433962264151,1
is here anything else you'd like to know about them?,0.0938941935253665,0.2240791026891042,0.5333333333333333,0.1724137931034482,0.4333333333333333,1
is that good enough?,0.0654186894175443,0.195056160418995,0.4081632653061224,0.1276595744680851,0.2448979591836734,1
is that good for you?,0.017574239156849,0.1218255376188936,0.2272727272727272,0.0952380952380952,0.2272727272727272,1
is their anything else i can help with?,0.0365294577253626,0.1116911459422591,0.2222222222222222,0.0465116279069767,0.1777777777777777,1
is there another option that's important to you?,0.0164012080140888,0.0635199966314572,0.0975609756097561,0.0,0.0975609756097561,1
is there another room preference that you have in order to narrow down your choices?,0.0194304365018512,0.0811080643306321,0.1785714285714285,0.037037037037037,0.1428571428571428,1
is there any more information i can find for you?,0.1025395408699875,0.1730493266710198,0.2857142857142857,0.1702127659574468,0.2857142857142857,1
is there any more information i could find for you?,0.0485897193164297,0.1798568927017736,0.2916666666666667,0.1304347826086956,0.1666666666666666,1
is there any other information i can find for you?,0.17347630960868154,0.21137068953779037,0.488095238095238,0.27391304347826084,0.4196428571428571,2
is there any other information that you need?,0.0345657876928371,0.13662643683651166,0.2184684684684684,0.0571428571428571,0.1366366366366366,2
is there any other information you need me to provide for you today?,0.0225739430924201,0.1648731113232367,0.2916666666666667,0.0,0.1666666666666666,1
is there anything else i can assist you with?,0.041411413304848,0.1195087938258628,0.1538461538461538,0.0,0.1025641025641025,1
is there anything else i can help you with today?,0.08157238733412994,0.19313549521355727,0.4326364692218351,0.12692307692307692,0.31242740998838553,2
is there anything else i can help you with?,0.05647248059248041,0.1414819158379853,0.2748574230528884,0.0816739111545328,0.1904764263586342,13
is there anything else that i can do for you at this time?,0.0333202467316155,0.1002012757495151,0.2222222222222222,0.0930232558139535,0.1333333333333333,1
is there anything else that i can do for you?,0.03778808168396185,0.1344619271454853,0.401909150757077,0.05460992907801415,0.23107307439104674,2
is there anything else that i can help you with?,0.041411413304848,0.1238305422697863,0.2439024390243902,0.0512820512820512,0.1951219512195122,1
is there anything else that you need to know?,0.06933745495963575,0.14347194741130465,0.32393617021276594,0.09298245614035085,0.27393617021276595,2
is there anything else you need to know about it?,0.0764594939947726,0.1700823373289933,0.35,0.1578947368421052,0.35,1
is there anything else you need to know about the restaurant?,0.0300112840616437,0.1044511530439155,0.2807017543859649,0.0727272727272727,0.2105263157894736,1
is there anything else you need to know?,0.042548137116642265,0.14072451204203573,0.2847879676229976,0.07336347975882858,0.25397076010414515,12
is there anything else you would like to know?,0.08404910341021185,0.17691341694240653,0.37170577960051643,0.11580188679245282,0.3090529353687248,4
is there anything else you'd like to know about either of them?,0.0303498017256788,0.0970936750959429,0.3076923076923076,0.0634920634920634,0.1846153846153845,1
is there anything else you'd like to know about la mimosa?,0.2820004915753773,0.2751071438880072,0.4545454545454545,0.2857142857142857,0.4090909090909091,1
is there anything else you'd like to know about them?,0.10169491053745601,0.2134376919706884,0.39580021810844385,0.17128239768242978,0.37019533203844146,6
is there anything else you'd like to know anything else about them?,0.0328531778198413,0.1064311291506424,0.2545454545454545,0.0,0.2181818181818181,1
is there anything else you'd like to know?,0.0425103203433368,0.17888863440344638,0.39633173843700154,0.08007756132756126,0.2955874534821903,3
is there anything else you're looking for in a restaurant?,0.035148478313698,0.1121518881799441,0.2978723404255319,0.0444444444444444,0.1702127659574468,1
is there something else you'd like to know about the acorn?,0.0513015350624984,0.143082306707013,0.3,0.1034482758620689,0.2333333333333333,1
it's possible that they have different sized room available would you like for me to try to get more information about that?,0.012247532571592,0.1195434904450474,0.2666666666666666,0.0689655172413793,0.1666666666666666,1
perhaps i should search for something with rooms on the larger side for you?,0.0388981854547484,0.1674487836698874,0.375,0.1304347826086956,0.2916666666666667,1
ready to book?,0.0609585847777682,0.1418084153931919,0.2564102564102564,0.054054054054054,0.1538461538461538,1
shall a book a table for you?,0.027162118995714,0.1059536240689665,0.1666666666666666,0.0,0.1666666666666666,1
shall a book it for you?,0.1493763860292791,0.1864252627623815,0.3720930232558139,0.1951219512195122,0.3720930232558139,1
shall i book a room for you?,0.0896862205196391,0.22108277855183,0.4761904761904761,0.15,0.4285714285714286,1
shall i book it for you?,0.0727561910259491,0.17347092113808393,0.29670329670329665,0.09,0.21520146520146516,2
shall i look for something else instead?,0.0133898124727442,0.0938786933928622,0.1052631578947368,0.0,0.0701754385964912,1
shall i make you a reservation?,0.661752015273917,0.4563414606144725,0.8205128205128205,0.7567567567567567,0.8205128205128205,1
shall i request a view table with your reservation?,0.0204396260605041,0.1049207416615872,0.1363636363636363,0.0,0.1363636363636363,1
shall i search for a better option for you?,0.024553580247238,0.1359388899061973,0.238095238095238,0.0,0.1428571428571428,1
shall we book you?,0.035108151576587,0.1013313292810811,0.3333333333333333,0.0,0.3333333333333333,1
shall we look at the other guesthouse option?,0.0361641172461951,0.1068483581159629,0.2962962962962963,0.0,0.1111111111111111,1
should i book a table for you?,0.0540650266897958,0.1717491180276977,0.3157894736842105,0.1111111111111111,0.2105263157894736,1
should i book bloomsbury?,0.0867510786504774,0.171080976159127,0.3076923076923076,0.2162162162162162,0.2564102564102564,1
should i book it for you?,0.0509875900857274,0.1456113354060382,0.29891304347826075,0.08893280632411066,0.19112318840579706,2
should i book that reservation?,0.076687023747255,0.1795223855377505,0.263157894736842,0.1111111111111111,0.263157894736842,1
should i book the cambridge belfry?,0.1411008926897626,0.1985121648661944,0.5333333333333333,0.3720930232558139,0.2666666666666666,1
should i book you a room at hobsons house for your cambridge visit?,0.039326110904151,0.1244701395033492,0.3043478260869565,0.0454545454545454,0.1739130434782608,1
should i book you a table?,0.0470524497897581,0.1141310442570066,0.2564102564102564,0.054054054054054,0.2051282051282051,1
should i check on room availability for you?,0.0877879899357598,0.1949568340113976,0.3684210526315788,0.0555555555555555,0.2631578947368421,1
should i check to see if they have rooms available?,0.0204396260605041,0.0968589088207094,0.2272727272727272,0.0,0.1363636363636363,1
should i go ahead and make a  reservation?,0.0295616451243896,0.0885077245263865,0.2448979591836734,0.0425531914893617,0.1632653061224489,1
should i keep looking for something with better reviews?,0.0217205455170962,0.1586054700067982,0.3255813953488372,0.0,0.1395348837209302,1
should i look for a quieter location for you?,0.0153937302528116,0.0721811553707242,0.0799999999999999,0.0,0.0799999999999999,1
should i look for something else?,0.0311488745801567,0.0794768889744329,0.12,0.0,0.08,1
should i make a reservation for you?,0.15558821788065605,0.23431073066196506,0.4322178105501985,0.22951844903064408,0.38570618264322176,2
should i make a reservation?,0.0167942568474855,0.0866590163196839,0.1132075471698113,0.0392156862745098,0.1132075471698113,1
should i reserve it for you?,0.1041993719997262,0.1457115213332863,0.2553191489361702,0.0888888888888888,0.2553191489361702,1
should i try to book a reservation?,0.0415123774265,0.0967399172047085,0.2,0.0526315789473684,0.2,1
should we book it?,0.0431290301964288,0.1374570009572195,0.238095238095238,0.05,0.238095238095238,1
should we book the room?,0.0231458660056026,0.1515679510175296,0.2857142857142857,0.0851063829787234,0.2448979591836734,1
sound good to you?,0.11964362178467185,0.16310972335961144,0.3839227395357811,0.12539150904540244,0.29825433424602565,10
sound good?,0.8217335000553636,0.5499320255314258,0.8780487804878048,0.8717948717948718,0.8780487804878048,1
"sounds enticing, right?",0.0337107738265425,0.0839680453205799,0.2916666666666667,0.0,0.0833333333333333,1
"sounds good, right?",0.0255142294000138,0.10627331092251503,0.3235854479756919,0.0496919101570264,0.20227478032356075,3
still interested?,0.096150940039193,0.1349621648499002,0.2439024390243902,0.1538461538461538,0.1951219512195121,1
"this is probably not a great choice, let's find something else, shall we?",0.0127440395057501,0.0908359253719539,0.0923076923076923,0.0,0.0923076923076923,1
want me to book you a room?,0.1187946673780931,0.2554566595248467,0.5,0.238095238095238,0.4545454545454545,1
want me to make you a reservation there?,0.0207527386570564,0.1779892729836967,0.3414634146341463,0.0512820512820512,0.2439024390243902,1
want to book a room now?,0.0216713201683718,0.132452064641482,0.2631578947368421,0.1111111111111111,0.2105263157894737,1
want to book a room there?,0.0892681770708056,0.2613313179443342,0.4444444444444444,0.1764705882352941,0.3888888888888889,1
want to book a room?,0.1406042092937708,0.23503006119161274,0.4831442616751749,0.27036634738817017,0.43436377387029684,3
want to book it or do you want more information?,0.0417988204921685,0.21194909599296,0.4705882352941176,0.1224489795918367,0.3529411764705882,1
want to book it?,0.10156468073636062,0.22424557808337886,0.4228252983541257,0.21147222716990155,0.38244929058402294,6
want to change your reservation?,0.0904356577965533,0.1705458018239096,0.4545454545454545,0.1428571428571428,0.2727272727272727,1
want to know anything else?,0.062707245714656,0.21641745786989564,0.44795127353266884,0.2219512195121951,0.40033222591362116,2
want to make a booking?,0.15839012456075635,0.2771240128518424,0.5252945252945254,0.3034749034749034,0.4712404712404712,2
want to make a reservation?,0.15313738572623853,0.27980303659967326,0.49698946719249565,0.2565656565656565,0.397081974130516,3
was there anything else?,0.4228047675456572,0.3736162662299856,0.5853658536585366,0.5128205128205129,0.5853658536585366,1
what days are you interested in staying there?,0.152684708487811,0.258320825919659,0.4285714285714285,0.25,0.380952380952381,1
what days are you looking to stay there?,0.0285037394312335,0.1309940588480757,0.2777777777777778,0.0,0.1666666666666666,1
what else would you like to know about avalon?,0.1228594607470566,0.2901292762315573,0.5945945945945946,0.2285714285714285,0.4864864864864864,1
what is the size you require?,0.0761223519170024,0.2550317930708747,0.4489795918367347,0.1702127659574468,0.3673469387755101,1
what is your price point?,0.0297766530717898,0.1729236127824208,0.1923076923076923,0.04,0.1153846153846153,1
what other information can i get for you?,0.2002666175261151,0.2337089270220911,0.4651162790697674,0.1951219512195122,0.4186046511627907,1
when would you like to stay?,0.0234239693112637,0.1605647397410216,0.3181818181818182,0.0476190476190476,0.1818181818181818,1
which location would you prefer?,0.0339415979504369,0.1543343608922518,0.4444444444444445,0.0983606557377049,0.3174603174603174,1
"which type of view are you looking for, ocean, sunset, or something else?",0.0182680755836395,0.1381849598258884,0.28,0.0,0.24,1
will either of those work for you?,0.0506621721816019,0.1978354041278845,0.3265306122448979,0.1276595744680851,0.3265306122448979,1
will that work for you or should i find another option?,0.0250208768449127,0.1408431902818844,0.3043478260869565,0.0,0.1739130434782608,1
will that work for you or would you like to find an option with bigger rooms?,0.0661383713703412,0.1544377801511271,0.2978723404255319,0.0888888888888888,0.2127659574468085,1
"will that work for you, or should i search for another restaurant option?",0.0157904602124185,0.1207959655151088,0.196078431372549,0.0,0.1176470588235294,1
will that work for you?,0.06342129167854904,0.20176338753740886,0.4027709054923305,0.09322493224932245,0.24195942602671938,2
"will that work, or should i look for something better?",0.0216713201683718,0.1092826666264941,0.1951219512195122,0.0512820512820512,0.1463414634146341,1
will this fit your needs?,0.2108445456905128,0.1925148155790469,0.3,0.2631578947368421,0.3,1
would like me to book a table for you or do you need more information?,0.1075935380403129,0.2031877628234754,0.3333333333333333,0.1034482758620689,0.3,1
would would you like me to find another place in the centre area?,0.0355803188908224,0.1068906429193133,0.2592592592592593,0.0769230769230769,0.1481481481481481,1
would you be interested in booking a room?,0.377853736443331,0.3503304949258141,0.6666666666666666,0.509090909090909,0.6666666666666666,1
would you be interested in booking a table?,0.0232727699377614,0.1038648525759854,0.3555555555555555,0.0,0.2222222222222222,1
would you be interested in making a reservation at this location?,0.067953846078322,0.1604575092374695,0.4347826086956521,0.1818181818181818,0.391304347826087,1
would you care to make a reservation?,0.0633643403482956,0.1384547014140202,0.3461538461538461,0.08,0.2692307692307692,1
would you like a reservation now?,0.0380264051230008,0.1555205797391754,0.32,0.0833333333333333,0.24,1
