target,turn_nr,dialogue_act_history,user_utterance,user_utterance_dialogue_act,ref_domain,ref_doc_type,ref_knowledge,ref_know_nr,ref_know_sentiment,ref_know_avg_sentiment,ref_response,ref_response_length,ref_response_sent_nr,ref_response_summary,ref_response_summary_sentiment,ref_response_question,target,pred_domain,pred_doc_type,pred_knowledge,pred_know_nr,pred_know_sentiment,pred_know_avg_sentiment,pred_response,pred_response_length,pred_response_sent_nr,pred_response_summary,pred_response_summary_sentiment,pred_response_question,bleu,meteor,rouge1,rouge2,rougeL,appropriateness,relevance
True,7.0,"['statement', 'opinion', 'opinion', 'statement', 'open_question_opinion', 'opinion', 'opinion']",I really want a spot with a good location.,opinion,restaurant,review,"[""It's a nice location and they a terrific variety of drink options."", 'The restaurant has a nice location and it is close to the main streets.', 'It was in a great location and right away we were greeted by a friendly host, who welcomed us to our seat.', 'The restaurant is in a good location so they just have to improve their food quality.', ""I'd probably come back again to try their drinks, because their drink menu seemed to be pretty extensive, and I like how convenient the location is to my home."", ""Lots of drinks to choose from, but it's out of the way from most places so you kind of just...have to drive there, if that makes sense.""]",6.0,"[0.3, 0.3833333333333333, 0.48690476190476195, 0.7, 0.08333333333333333, 0.55]",0.4172619047619048,"People are very happy with the location of the slug and lettuce, but while most people also like the location of the Backstreet bistro, there are comments that it's out of the way.",180.0,1.0,People are very happy with the location of the slug and lettuce.  but while most people also like the location of the Backstreet bistro.  there are comments that it's out of the way.,0.75,,True,restaurant,review,"['The restaurant is in a good location so they just have to improve their food quality.', 'The restaurant has a nice location and it is close to the main streets.', ""I'd probably come back again to try their drinks, because their drink menu seemed to be pretty extensive, and I like how convenient the location is to my home."", ""It's a nice location and they a terrific variety of drink options."", 'It was in a great location and right away we were greeted by a friendly host, who welcomed us to our seat.', ""Lots of drinks to choose from, but it's out of the way from most places so you kind of just...have to drive there, if that makes sense.""]",6,"[0.7, 0.3833333333333333, 0.08333333333333333, 0.3, 0.48690476190476195, 0.55]",0.4172619047619048,The Backstreet Bistro is in a great location close to the main streets. Would you like me to make a reservation for you?,120,2,The Backstreet Bistro is in a great location close to the main streets.,0.48333333333333334,Would you like me to make a reservation for you?,0.014505492997811975,0.13415223216081015,0.2105263157894737,0.07272727272727272,0.14035087719298242,,
True,3.0,"['statement', 'statement', 'yes_no_question']",Are their rooms clean?,yes_no_question,hotel,review,['I found that the room had been cleaned by housekeeping to an exceptional degree.'],1.0,[0.6666666666666666],0.6666666666666666,Rosa's Bed and Breakfast has one review that says the room was really clean and the housekeeping did an exceptional job.,120.0,1.0,Rosa's Bed and Breakfast has one review that says the room was really clean and the housekeeping did an exceptional job.,0.5166666666666666,,True,hotel,review,['I found that the room had been cleaned by housekeeping to an exceptional degree.'],1,[0.6666666666666666],0.6666666666666666,"Yes, the rooms at Rosa's Bed and Breakfast are clean. Past guests have said that the rooms were cleaned to an exceptional degree.",129,2,"Yes, the rooms at Rosa's Bed and Breakfast are clean.. Past guests have said that the rooms were cleaned to an exceptional degree.",0.2611111111111111,,0.12514328743841557,0.24686289255775645,0.5217391304347826,0.2727272727272727,0.4782608695652174,,
True,7.0,"['statement', 'statement', 'open_question_factual', 'statement', 'command', 'command', 'command']",Do they have a nice selection of non-alcoholic drinks?,command,restaurant,review,"[""I also liked that there were tons of non alcoholic drink options since I don't drink alcohol."", 'They also had many non-alcoholic drink options which were good but a little overpriced.', 'However, the portion sizes were quite small, and we were disappointed in the very limited selection of non-alcoholic drink options for the kids in our group.']",3.0,"[0.175, 0.33749999999999997, -0.3642857142857143]",0.0494047619047618,Efe's Restaurant has great reviews on the non alcoholic drink options and the Anatolia has mixed reviews with one guest saying the drinks for kids were limited. Would you like to know more about either of them?,210.0,2.0,Efe's Restaurant has great reviews on the non alcoholic drink options and the Anatolia has mixed reviews with one guest saying the drinks for kids were limited.,0.1196428571428571,Would you like to know more about either of them?,True,restaurant,review,"[""I also liked that there were tons of non alcoholic drink options since I don't drink alcohol."", 'They also had many non-alcoholic drink options which were good but a little overpriced.', 'However, the portion sizes were quite small, and we were disappointed in the very limited selection of non-alcoholic drink options for the kids in our group.', 'My one biggest criticism is that the drinks were too expensive, as even the non-alcoholic drinks could run over seven dollars.']",4,"[0.175, 0.33749999999999997, -0.3642857142857143, -0.5]",-0.08794642857142859,"The Efes Restaurant has a lot of non-alcoholic drink options, while the Anatolia has a limited selection. Would you like me to make a booking at one?",149,2,"The Efes Restaurant has a lot of non-alcoholic drink options, while the Anatolia has a limited selection.",-0.07142857142857142,Would you like me to make a booking at one?,0.11137461422271906,0.23821769839960197,0.5454545454545454,0.25,0.45454545454545453,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,5.0,"['statement', 'statement', 'yes_no_question', 'statement', 'open_question_factual']",Is there a big room available?,open_question_factual,hotel,review,"['I did enjoy the spacious room and the view was an unexpected plus.', 'However, the room in which I stayed felt cramped and small.']",2.0,"[0.25, -0.25]",0.0,"It is not clear if there is a big room available, but one customer said the room they got was spacious while another said the one they got was cramped.",151.0,1.0,It is not clear if there is a big room available.  but one customer said the room they got was spacious while another said the one they got was cramped.,0.1166666666666666,,True,hotel,review,"['I did enjoy the spacious room and the view was an unexpected plus.', 'However, the room in which I stayed felt cramped and small.']",2,"[0.25, -0.25]",0.0,"According to the reviews I have on hand for that location, the opinions are mixed.  Half found the rooms spacious and half found them cramped and small.",152,2,"According to the reviews I have on hand for that location, the opinions are mixed.  . Half found the rooms spacious and half found them cramped and small.",-0.14583333333333331,,0.018177309069695165,0.12699351595781805,0.17543859649122806,0.03636363636363637,0.14035087719298248,,
True,11.0,"['open_question_opinion', 'opinion', 'opinion', 'command', 'command', 'command', 'opinion', 'open_question_opinion', 'opinion', 'opinion', 'pos_answer']",Yes but would it happen to have sanitized and clean bathrooms as well?,pos_answer,hotel,review,"['The facilities, especially the bathroom were super-clean and sanitary.', 'During my recent stay at ALLENBELL with your family, I was impressed by the big room with a clean bathroom.']",2.0,"[0.0, 0.3416666666666667]",0.1708333333333333,"According to the reviews I have on hand for that location, the bathrooms have been described as sanitary and impressively clean!",128.0,1.0,According to the reviews I have on hand for that location.  the bathrooms have been described as sanitary and impressively clean!,0.4583333333333333,,True,hotel,review,"['The facilities, especially the bathroom were super-clean and sanitary.', 'During my recent stay at ALLENBELL with your family, I was impressed by the big room with a clean bathroom.']",2,"[0.0, 0.3416666666666667]",0.17083333333333334,The Allenbell has super-clean and sanitary bathrooms according to guests. Would you like to book a room there?,110,2,The Allenbell has super-clean and sanitary bathrooms according to guests.,0.0,Would you like to book a room there?,0.023305025167765562,0.14691422962856648,0.35,0.052631578947368425,0.1,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,7.0,"['command', 'statement', 'thanking', 'statement', 'command', 'command', 'yes_no_question']",Do they have sanitary restrooms?,yes_no_question,hotel,review,"['I also saw some hairs in the bathroom, which was evidently not well cleaned.', 'Upon using the bathroom facilities, we all saw that they were pristine and it looks like they had been recently cleaned.', 'The view from the room was also amazing, and the cleanliness of the bathroom was top notch.']",3.0,"[-0.125, 0.0, 0.55]",0.1416666666666667,"According to the reviews that I have on hand for that location, the opinions are mxed.  One third thought they were not well cleaned, while two thirds thought they were top notch and pristine.",192.0,2.0,"According to the reviews that I have on hand for that location, the opinions are mxed.  . One third thought they were not well cleaned, while two thirds thought they were top notch and pristine.",0.25,,True,hotel,review,"['The view from the room was also amazing, and the cleanliness of the bathroom was top notch.', 'Upon using the bathroom facilities, we all saw that they were pristine and it looks like they had been recently cleaned.']",2,"[0.55, 0.0]",0.275,The Hobsons House has really clean bathrooms according to guests. Would you like to know more about them?,105,2,The Hobsons House has really clean bathrooms according to guests.,0.3666666666666667,Would you like to know more about them?,0.00925702029626254,0.04437463540195242,0.15384615384615383,0.04,0.07692307692307691,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,7.0,"['opinion', 'command', 'command', 'statement', 'open_question_factual', 'statement', 'yes_no_question']",Does the restaurant serve alcohol?,yes_no_question,restaurant,review,"['The bartender can make just about anything with our without alcohol.', 'When we were seated we were given a menu with a vast amount of various drink options.', 'The drinks were quite affordable and tasty, the service was prompt, and the outdoor space was perfect for dining out.', 'I liked the drinks and they were well made.', ""When searching online for a local restaurant specializing in international cuisine, I was intrigued by the Missing Sock restaurant, which is known for it's extensive, affordable drink menu."", 'The mixed drinks were incredible and my wife may have ordered more than she should have.', 'The bill was high and both the food and drinks were costly.', 'The food was expensive, but definitely high quality as were the drinks.', 'It was crazy.']",10.0,"[0.0, 0.0, 1.0, 0.6, -0.05, 0.4666666666666666, 0.16, -0.16999999999999998, -0.6]",0.1562962962962963,"Yes, and reviews of the drinks are quite positive. Can I answer anything else about the restaurant for you?",107.0,2.0,"Yes, and reviews of the drinks are quite positive.",0.2272727272727272,Can I answer anything else about the restaurant for you?,True,restaurant,review,"['The food was expensive, but definitely high quality as were the drinks.', 'I liked the drinks and they were well made.', 'The mixed drinks were incredible and my wife may have ordered more than she should have.', 'The drinks were quite affordable and tasty, the service was prompt, and the outdoor space was perfect for dining out.', ""When searching online for a local restaurant specializing in international cuisine, I was intrigued by the Missing Sock restaurant, which is known for it's extensive, affordable drink menu."", 'When we were seated we were given a menu with a vast amount of various drink options.', 'The bill was high and both the food and drinks were costly.', ""It's too bad that there was such a limited selection of soda for the kids to choose from."", 'The bartender can make just about anything with our without alcohol.', ""They include many options without alcohol on their drink menu so it's great to bring the kids.""]",11,"[-0.16999999999999998, 0.6, 0.4666666666666666, 1.0, -0.05, 0.0, 0.16, -0.25714285714285706, 0.0, 0.65]",0.23995238095238094,"Yes, The Missing Sock does serve alcohol. There are mixed reviews about the quality and quality of the drinks. Would you like to know more about them?",150,3,"Yes, The Missing Sock does serve alcohol.. There are mixed reviews about the quality and quality of the drinks.",-0.1,Would you like to know more about them?,0.07660085066026406,0.21926788308643272,0.43478260869565216,0.13636363636363638,0.2608695652173913,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,5.0,"['yes_no_question', 'command', 'pos_answer', 'statement', 'yes_no_question']",Do they offer a pleasant view of the restaurant's surroundings?,yes_no_question,restaurant,review,"['The location could not be better: right in the heart of the city with excellent views after the sun goes down.', 'They also have a modest drinks menu with some affordable prices, but I was more interested in the beautiful view from my window seat, which allowed me to watch the sun setting as I dined.', 'The only places they can use some improvement in is giving it all a better view which might also bring up the atmosphere as well', ""I have to say, the service was excellent, and the views from the restaurant can't be beat.""]",4.0,"[0.4075396825396825, 0.425, 0.25, 1.0]",0.5206349206349206,"Most reviews of The Nirala loved the gorgeous views, but I did read a review from one past diner who was disappointed with the sights from their table. Do you have any other questions that I can answer for you today?",216.0,2.0,"Most reviews of The Nirala loved the gorgeous views, but I did read a review from one past diner who was disappointed with the sights from their table.",0.18,Do you have any other questions that I can answer for you today?,True,restaurant,review,"['The only places they can use some improvement in is giving it all a better view which might also bring up the atmosphere as well', ""I have to say, the service was excellent, and the views from the restaurant can't be beat."", 'It was at the most wonderfully scenic location.', 'They also have a modest drinks menu with some affordable prices, but I was more interested in the beautiful view from my window seat, which allowed me to watch the sun setting as I dined.', 'The location could not be better: right in the heart of the city with excellent views after the sun goes down.']",5,"[0.25, 1.0, 0.75, 0.425, 0.4075396825396825]",0.5665079365079365,The Nirala is located in the heart of the city and offers excellent views that can't be beat. Would you like the phone number?,126,2,The Nirala is located in the heart of the city and offers excellent views that can't be beat.,0.55,Would you like the phone number?,0.02161966618978222,0.09502171555407601,0.27272727272727276,0.0625,0.21212121212121213,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,11.0,"['statement', 'open_question_factual', 'thanking', 'opinion', 'statement', 'statement', 'statement', 'statement', 'statement', 'opinion', 'open_question_opinion']",Is the place quiet?,open_question_opinion,hotel,review,"['I also enjoyed the great view as that helped me take a moment to enjoy some peace and quiet.', 'The place was quiet so we could hear ourselves talk and just relax because we were there to get away from our hectic schedules.', 'I noticed that throughout my stay I was not disturbed by any loud or disruptive patrons.']",3.0,"[0.42500000000000004, 0.0, 0.1]",0.175,"Acorn guest house's reviews all agree that the hotel is a place of peace and quiet, without any loud or disruptive patrons.",123.0,1.0,Acorn guest house's reviews all agree that the hotel is a place of peace and quiet.  without any loud or disruptive patrons.,0.05,,True,hotel,review,"['The place was quiet so we could hear ourselves talk and just relax because we were there to get away from our hectic schedules.', 'I noticed that throughout my stay I was not disturbed by any loud or disruptive patrons.', 'I also enjoyed the great view as that helped me take a moment to enjoy some peace and quiet.']",3,"[0.0, 0.1, 0.42500000000000004]",0.17500000000000002,The Acorn Guest House is quiet according to most guests. One person said they were not disturbed by any loud or disruptive patrons.,131,2,The Acorn Guest House is quiet according to most guests.. One person said they were not disturbed by any loud or disruptive patrons.,0.19999999999999998,,0.205363377415899,0.29706695801501476,0.4782608695652174,0.2727272727272727,0.43478260869565216,,
True,13.0,"['yes_no_question', 'yes_no_question', 'opinion', 'command', 'command', 'statement', 'statement', 'command', 'opinion', 'statement', 'command', 'statement', 'open_question_opinion']","I'm kind of a neat freak, how often does the hotel clean their rooms?",open_question_opinion,hotel,review,"['The room was very clean too which is always wonderful.', 'This room was very spacious and both the room and bathroom were extremely clean.', 'Everything else was a disaster, especially the lack of cleanliness in the room when we checked in, and the incredibly low water pressure in the bathroom when we took our morning showers.', 'However, the room itself had been recently cleaned and made pristine by housekeeping staff.', 'The rooms are clean as well which is definitely a plus.']",5.0,"[0.7383333333333334, 0.2833333333333333, 0.0, 0.0, 0.18333333333333335]",0.241,"According to several reviews of Sleeperz hotel, the rooms are very clean, but one guest said that the cleanliness was not satisfactory upon check in.",149.0,1.0,According to several reviews of Sleeperz hotel.  the rooms are very clean.  but one guest said that the cleanliness was not satisfactory upon check in.,0.2383333333333333,,True,hotel,review,"['The room was very clean too which is always wonderful.', 'The rooms are clean as well which is definitely a plus.', 'You can tell they like to take care of it and make it hygienic.', 'However, the room itself had been recently cleaned and made pristine by housekeeping staff.', 'Everything else was a disaster, especially the lack of cleanliness in the room when we checked in, and the incredibly low water pressure in the bathroom when we took our morning showers.']",5,"[0.7383333333333334, 0.18333333333333335, 0.0, 0.0, 0.0]",0.18433333333333335,"The Cityroomz hotel has clean rooms according to most guests, but one person did complain about a lack of cleanliness.",118,1,The Cityroomz hotel has clean rooms according to most guests.  but one person did complain about a lack of cleanliness.,0.43333333333333335,,0.06613778672801887,0.19912439997026557,0.48888888888888893,0.0930232558139535,0.22222222222222224,,
True,11.0,"['open_question_factual', 'open_question_opinion', 'opinion', 'statement', 'pos_answer', 'statement', 'command', 'open_question_factual', 'opinion', 'opinion', 'yes_no_question']",Are the servings large?,yes_no_question,restaurant,review,"['The portion sizes were lacking, but the food did taste amazing and exactly how we liked it.', 'While the service and food were mediocre, along with high drink prices, they served very good portions of food.']",2.0,"[0.4833333333333334, 0.18999999999999997]",0.3366666666666666,Pizza Express serves good portions of food which tastes amazing and is fresh. Would you like to book there?,107.0,2.0,Pizza Express serves good portions of food which tastes amazing and is fresh.,0.5333333333333333,Would you like to book there?,True,restaurant,review,"['While the service and food were mediocre, along with high drink prices, they served very good portions of food.', 'The portion sizes were lacking, but the food did taste amazing and exactly how we liked it.', 'In the end, we had a great time and a good filling dinner.']",3,"[0.18999999999999997, 0.4833333333333334, 0.75]",0.47444444444444445,The Pizza Express gets some mixed reviews on their portion sizes. Some customers say the portions are very generous while others say they were lacking. Would you like to know more about them?,191,3,The Pizza Express gets some mixed reviews on their portion sizes.. Some customers say the portions are very generous while others say they were lacking.,0.1,Would you like to know more about them?,0.11755743200908032,0.17968538365131892,0.2692307692307693,0.16,0.2692307692307693,,
True,11.0,"['yes_no_question', 'statement', 'comment', 'command', 'yes_no_question', 'statement', 'command', 'opinion', 'opinion', 'opinion', 'open_question_factual']",How are the sights through the windows at the Nirala?,open_question_factual,restaurant,review,"['The location could not be better: right in the heart of the city with excellent views after the sun goes down.', 'They also have a modest drinks menu with some affordable prices, but I was more interested in the beautiful view from my window seat, which allowed me to watch the sun setting as I dined.', 'The only places they can use some improvement in is giving it all a better view which might also bring up the atmosphere as well', ""I have to say, the service was excellent, and the views from the restaurant can't be beat.""]",4.0,"[0.4075396825396825, 0.425, 0.25, 1.0]",0.5206349206349206,Pretty much every review I found said that the view from the windows is amazing. Only one person felt otherwise. Would you like to make a reservation there?,156.0,3.0,Pretty much every review I found said that the view from the windows is amazing.. Only one person felt otherwise.,0.2625,Would you like to make a reservation there?,True,restaurant,review,"[""I have to say, the service was excellent, and the views from the restaurant can't be beat."", 'The only places they can use some improvement in is giving it all a better view which might also bring up the atmosphere as well', 'It was at the most wonderfully scenic location.', 'They also have a modest drinks menu with some affordable prices, but I was more interested in the beautiful view from my window seat, which allowed me to watch the sun setting as I dined.', 'The location could not be better: right in the heart of the city with excellent views after the sun goes down.']",5,"[1.0, 0.25, 0.75, 0.425, 0.4075396825396825]",0.5665079365079365,The Nirala is in the heart of the city and offers excellent views. Would you like me to book a table for you?,109,2,The Nirala is in the heart of the city and offers excellent views.,0.55,Would you like me to book a table for you?,0.09326779192165702,0.08727409558893745,0.35294117647058826,0.08163265306122448,0.27450980392156865,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,3.0,"['statement', 'opinion', 'yes_no_question']",Is the view decent from the room?,yes_no_question,hotel,review,"['I was super happy with the large size of the room, which had a great view and super fast Wi-Fi.', 'The room had a great view and was in a good location.', 'The views from the lodge were also amazing which will lead to fond memories.', 'The view was amazing and private at the same time.', 'The view is nice, especially at night.']",5.0,"[0.44682539682539685, 0.75, 0.6000000000000001, 0.20000000000000004, 0.3]",0.4593650793650794,"Most customers have raved about the view from their rooms, especially with all the stars out at night.",102.0,1.0,Most customers have raved about the view from their rooms.  especially with all the stars out at night.,0.25,,True,hotel,review,"['The views from the lodge were also amazing which will lead to fond memories.', 'The view was amazing and private at the same time.', 'The room had a great view and was in a good location.', 'The view is nice, especially at night.', 'I was super happy with the large size of the room, which had a great view and super fast Wi-Fi.']",5,"[0.6000000000000001, 0.20000000000000004, 0.75, 0.3, 0.44682539682539685]",0.4593650793650794,"Yes, the view from the Arbury Lodge Guesthouse is seen as amazing and private. Would you like me to book it for you?",116,2,"Yes, the view from the Arbury Lodge Guesthouse is seen as amazing and private.",0.30000000000000004,Would you like me to book it for you?,0.06394766688900896,0.0945471435155478,0.1951219512195122,0.10256410256410256,0.1951219512195122,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,9.0,"['statement', 'statement', 'pos_answer', 'statement', 'statement', 'command', 'command', 'command', 'yes_no_question']",Does this place have good atmosphere?,yes_no_question,restaurant,review,"['It was a great atmosphere as there was nice outdoor dining with a pleasant view to contemplate as I ate.', 'The entire atmosphere was enjoyable.', 'This is an adventurous high quality restaurant.']",3.0,"[0.7111111111111111, 0.25, 0.33]",0.4303703703703704,"Previous customers have called the atmosphere enjoyable, adventurous, great and had a pleasant view. Would you like to book a table?",132.0,2.0,"Previous customers have called the atmosphere enjoyable, adventurous, great and had a pleasant view.",0.4733333333333333,Would you like to book a table?,True,restaurant,review,"['The entire atmosphere was enjoyable.', 'It was a great atmosphere as there was nice outdoor dining with a pleasant view to contemplate as I ate.', 'This is an adventurous high quality restaurant.']",3,"[0.25, 0.7111111111111111, 0.33]",0.4303703703703704,"Yes, the Bedouin has a great atmosphere. Past guests have described it as adventurous, great, and great.",104,2,"Yes, the Bedouin has a great atmosphere.. Past guests have described it as adventurous, great, and great.",0.53,,0.07580042351610844,0.16770040784144613,0.36842105263157887,0.11111111111111112,0.2631578947368421,,
False,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
True,7.0,"['opinion', 'open_question_opinion', 'open_question_opinion', 'open_question_factual', 'statement', 'statement', 'yes_no_question']",Are they known for reasonably priced drinks?,yes_no_question,restaurant,review,"['The drinks, however, were somewhat overpriced.', 'The drinks are just alright but they are affordable.', 'On the topic of drinks, KYMMOY, is refreshingly affordable for beverages.']",4.0,"[0.0, 0.0, 0.5]",0.1666666666666666,"For the most part, the Kymmoy restaurant is regarded as having reasonably priced drinks, however some may disagree.",115.0,1.0,For the most part.  the Kymmoy restaurant is regarded as having reasonably priced drinks.  however some may disagree.,0.35,,True,restaurant,review,"['The drinks, however, were somewhat overpriced.', 'The drinks are just alright but they are affordable.', 'On the topic of drinks, KYMMOY, is refreshingly affordable for beverages.', 'On top of that, the menu prices were much more affordable than we were expecting, so we were able to order even more to keep the good times rolling.', 'The food quality was good and prices were affordable.']",5,"[0.0, 0.0, 0.5, 0.54, 0.7]",0.348,The Kymmoy gets some mixed reviews on their prices. Some customers thought the drinks were affordable while others thought they were overpriced. Would you like to know more about them?,184,3,The Kymmoy gets some mixed reviews on their prices.. Some customers thought the drinks were affordable while others thought they were overpriced.,0.0,Would you like to know more about them?,0.016794256847485502,0.11093152745001694,0.25,0.043478260869565216,0.16666666666666669,,
